Date,Open,High,Low,Close,Adj_Close,Volume,Ticker
2019-06-17 00:00:00,29.709999,31.16,29.25,30.879999,30.879999,409300,PETQ
2019-06-18 00:00:00,31.15,31.92,30.6,31.91,31.91,344800,PETQ
2019-06-19 00:00:00,31.93,33.810001,31.799999,32.869999,32.869999,556100,PETQ
2019-06-20 00:00:00,33.099998,33.599998,31.68,32.470001,32.470001,341200,PETQ
2019-06-21 00:00:00,32.279999,32.830002,31.76,31.889999,31.889999,343100,PETQ
2019-06-24 00:00:00,31.799999,31.799999,30.65,30.66,30.66,241600,PETQ
2019-06-25 00:00:00,30.75,30.950001,29.889999,30.49,30.49,418800,PETQ
2019-06-26 00:00:00,30.639999,30.950001,29.35,30.1,30.1,298900,PETQ
2019-06-27 00:00:00,30.120001,31.379999,30.02,31.25,31.25,307000,PETQ
2019-06-28 00:00:00,31.41,33.049999,31.299999,32.959999,32.959999,826100,PETQ
2019-07-01 00:00:00,33.380001,34.154999,33.130001,33.75,33.75,415600,PETQ
2019-07-02 00:00:00,33.740002,34.439999,33.314999,34.119999,34.119999,302900,PETQ
2019-07-03 00:00:00,34.25,35.299999,34.150002,34.720001,34.720001,239500,PETQ
2019-07-05 00:00:00,34.439999,35.049999,34.049999,34.959999,34.959999,152200,PETQ
2019-07-08 00:00:00,34.889999,34.889999,33.57,34.110001,34.110001,423000,PETQ
2019-07-09 00:00:00,33.93,34.415001,33.380001,34.139999,34.139999,387700,PETQ
2019-07-10 00:00:00,34.189999,34.639999,33.685001,34.119999,34.119999,457700,PETQ
2019-07-11 00:00:00,34.23,34.369999,33.564999,34.119999,34.119999,381900,PETQ
2019-07-12 00:00:00,34.110001,34.490002,33.709999,34.439999,34.439999,250800,PETQ
2019-07-15 00:00:00,34.48,35.389999,34.48,35.240002,35.240002,364600,PETQ
2019-07-16 00:00:00,35.279999,35.650002,35.150002,35.509998,35.509998,192400,PETQ
2019-07-17 00:00:00,35.509998,35.959999,35.251999,35.75,35.75,306400,PETQ
2019-07-18 00:00:00,35.779999,36.139999,35.310001,35.52,35.52,283100,PETQ
2019-07-19 00:00:00,35.650002,36.23,35.433998,36,36,222600,PETQ
2019-07-22 00:00:00,36.029999,36.029999,35.330002,35.669998,35.669998,301100,PETQ
2019-07-23 00:00:00,35.959999,36.330002,35.529999,36.099998,36.099998,230900,PETQ
2019-07-24 00:00:00,36.02,36.165001,35.639999,36.029999,36.029999,263100,PETQ
2019-07-25 00:00:00,35.900002,36.310001,35.52,35.75,35.75,324600,PETQ
2019-07-26 00:00:00,35.84,36.25,35.509998,35.939999,35.939999,436600,PETQ
2019-07-29 00:00:00,35.93,36.029999,33.869999,34.48,34.48,668100,PETQ
2019-07-30 00:00:00,34.330002,34.5,33,34.02,34.02,595500,PETQ
2019-07-31 00:00:00,34.18,35.049999,33.75,34.240002,34.240002,952700,PETQ
2019-08-01 00:00:00,34.110001,34.360001,33.029999,33.439999,33.439999,517700,PETQ
2019-08-02 00:00:00,33.389999,33.650002,32.080002,32.529999,32.529999,262900,PETQ
2019-08-05 00:00:00,31.82,32.290001,31,31.940001,31.940001,378500,PETQ
2019-08-06 00:00:00,32.119999,32.119999,31.110001,31.68,31.68,452700,PETQ
2019-08-07 00:00:00,31.370001,32.75,31.16,32.27,32.27,476700,PETQ
2019-08-08 00:00:00,35.09,36,31.73,32.77,32.77,1192400,PETQ
2019-08-09 00:00:00,32.98,35.242001,32.799999,34.75,34.75,1246900,PETQ
2019-08-12 00:00:00,34.66,34.860001,32.84,33.77,33.77,531700,PETQ
2019-08-13 00:00:00,33.720001,34.740002,33.647999,33.759998,33.759998,380100,PETQ
2019-08-14 00:00:00,33.41,33.950001,31.5,32.16,32.16,544500,PETQ
2019-08-15 00:00:00,32.490002,32.490002,30.51,30.540001,30.540001,504500,PETQ
2019-08-16 00:00:00,30.74,32.41,30.469999,32.16,32.16,608800,PETQ
2019-08-19 00:00:00,32.5,33.080002,32.220001,32.630001,32.630001,446700,PETQ
2019-08-20 00:00:00,32.5,33.209999,32.275002,32.919998,32.919998,576400,PETQ
2019-08-21 00:00:00,33.099998,33.450001,31.700001,31.950001,31.950001,178500,PETQ
2019-08-22 00:00:00,32.049999,32.400002,31.549999,31.9,31.9,284800,PETQ
2019-08-23 00:00:00,31.98,32.18,30.209999,30.280001,30.280001,250000,PETQ
2019-08-26 00:00:00,30.290001,32.450001,30.290001,31.85,31.85,440300,PETQ
2019-08-27 00:00:00,31.9,32.189999,30.85,31.27,31.27,265300,PETQ
2019-08-28 00:00:00,31.059999,31.77,30.9,31.32,31.32,221600,PETQ
2019-08-29 00:00:00,31.559999,31.940001,31.040001,31.379999,31.379999,287500,PETQ
2019-08-30 00:00:00,31.66,31.964001,31.120001,31.66,31.66,184800,PETQ
2019-09-03 00:00:00,31.379999,31.58,28.940001,29.379999,29.379999,665200,PETQ
2019-09-04 00:00:00,29.76,30,28.23,28.25,28.25,502000,PETQ
2019-09-05 00:00:00,28.549999,29.52,27.809999,29.379999,29.379999,396400,PETQ
2019-09-06 00:00:00,29.5,29.84,28.52,28.6,28.6,381100,PETQ
2019-09-09 00:00:00,28.629999,28.629999,27.200001,27.530001,27.530001,565500,PETQ
2019-09-10 00:00:00,27.32,28.16,26.540001,27.700001,27.700001,425100,PETQ
2019-09-11 00:00:00,27.75,29.110001,27.629999,29.030001,29.030001,287600,PETQ
2019-09-12 00:00:00,29.049999,29.42,26.940001,27.01,27.01,394700,PETQ
2019-09-13 00:00:00,27.120001,27.502001,26.01,26.610001,26.610001,482500,PETQ
2019-09-16 00:00:00,26.6,27.25,26.32,27.040001,27.040001,207700,PETQ
2019-09-17 00:00:00,27.040001,27.200001,25.370001,25.559999,25.559999,435900,PETQ
2019-09-18 00:00:00,25.5,26.23,25.49,26.209999,26.209999,356500,PETQ
2019-09-19 00:00:00,26.309999,26.525999,25.6,25.870001,25.870001,325900,PETQ
2019-09-20 00:00:00,25.82,27.834999,25.790001,27.23,27.23,832500,PETQ
2019-09-23 00:00:00,27.26,27.790001,26.66,27.530001,27.530001,433700,PETQ
2019-09-24 00:00:00,27.59,27.780001,26.52,26.65,26.65,349300,PETQ
2019-09-25 00:00:00,26.5,27.25,26.07,27.049999,27.049999,201400,PETQ
2019-09-26 00:00:00,27.280001,27.280001,26.18,26.725,26.725,247600,PETQ
2019-09-27 00:00:00,26.950001,26.98,26.110001,26.809999,26.809999,337100,PETQ
2019-09-30 00:00:00,26.940001,27.719999,26.940001,27.26,27.26,355000,PETQ
2019-10-01 00:00:00,27.15,27.82,26.110001,26.309999,26.309999,308500,PETQ
2019-10-02 00:00:00,26.17,26.24,25.41,26.030001,26.030001,220800,PETQ
2019-10-03 00:00:00,26.049999,27.34,25.771999,27.309999,27.309999,219000,PETQ
2019-10-04 00:00:00,27.25,27.76,26.799999,27.43,27.43,281500,PETQ
2019-10-07 00:00:00,27.200001,27.799999,26.924999,27.360001,27.360001,178000,PETQ
2019-10-08 00:00:00,27.1,27.549999,26.76,27.02,27.02,237400,PETQ
2019-10-09 00:00:00,27.469999,27.6,26.23,26.639999,26.639999,230200,PETQ
2019-10-10 00:00:00,26.66,26.74,25.57,25.6,25.6,293300,PETQ
2019-10-11 00:00:00,25.92,26.120001,25.18,25.219999,25.219999,278500,PETQ
2019-10-14 00:00:00,25.25,26.85,25.219999,26.43,26.43,244300,PETQ
2019-10-15 00:00:00,26.469999,27.75,26.469999,27.559999,27.559999,251400,PETQ
2019-10-16 00:00:00,27.540001,27.790001,26.02,26.139999,26.139999,239900,PETQ
2019-10-17 00:00:00,26.32,26.355,25.610001,25.700001,25.700001,202300,PETQ
2019-10-18 00:00:00,25.5,25.645,23.65,23.969999,23.969999,1263800,PETQ
2019-10-21 00:00:00,24.040001,26,23.85,25.889999,25.889999,455600,PETQ
2019-10-22 00:00:00,25.889999,26.395,25.59,26.385,26.385,204300,PETQ
2019-10-23 00:00:00,26.389999,26.389999,25.299999,25.559999,25.559999,384900,PETQ
2019-10-24 00:00:00,25.77,25.77,24.639999,25.059999,25.059999,530500,PETQ
2019-10-25 00:00:00,25.040001,25.639999,24.65,24.690001,24.690001,461100,PETQ
2019-10-28 00:00:00,25.07,25.32,24.809999,25.200001,25.200001,531200,PETQ
2019-10-29 00:00:00,25.110001,25.530001,24.92,25.120001,25.120001,277600,PETQ
