"Date","Open","High","Low","Close","Adj_Close","Volume","Ticker"
"2019-06-17 00:00:00",32.07,32.200001,31.49,31.49,31.49,3279700,"ELAN"
"2019-06-18 00:00:00",31.799999,32.880001,31.780001,32.779999,32.779999,2494600,"ELAN"
"2019-06-19 00:00:00",32.860001,33.389999,32.810001,33.119999,33.119999,2005900,"ELAN"
"2019-06-20 00:00:00",33.279999,33.860001,32.93,32.93,32.93,3078700,"ELAN"
"2019-06-21 00:00:00",33.25,33.799999,32.990002,33.73,33.73,4703200,"ELAN"
"2019-06-24 00:00:00",33.689999,33.689999,33.16,33.529999,33.529999,1601800,"ELAN"
"2019-06-25 00:00:00",33.73,34.91,33.650002,34.790001,34.790001,6721100,"ELAN"
"2019-06-26 00:00:00",34.91,35.459999,34.049999,34.290001,34.290001,2971900,"ELAN"
"2019-06-27 00:00:00",34.43,34.849998,33.720001,34.259998,34.259998,2543600,"ELAN"
"2019-06-28 00:00:00",34.259998,34.52,33.799999,33.799999,33.799999,6069000,"ELAN"
"2019-07-01 00:00:00",34.27,34.990002,34.139999,34.959999,34.959999,2443900,"ELAN"
"2019-07-02 00:00:00",34.98,35.080002,33.779999,33.990002,33.990002,2245400,"ELAN"
"2019-07-03 00:00:00",34.040001,34.790001,33.860001,34.75,34.75,1800200,"ELAN"
"2019-07-05 00:00:00",34.560001,34.59,34.029999,34.189999,34.189999,1056400,"ELAN"
"2019-07-08 00:00:00",34.200001,34.290001,32.380001,33.360001,33.360001,4185000,"ELAN"
"2019-07-09 00:00:00",33.220001,35.23,32.959999,34.07,34.07,10117400,"ELAN"
"2019-07-10 00:00:00",34.119999,34.240002,32.779999,33.16,33.16,2752400,"ELAN"
"2019-07-11 00:00:00",33.09,33.869999,33.09,33.860001,33.860001,1582000,"ELAN"
"2019-07-12 00:00:00",33.830002,33.939999,32.669998,33.310001,33.310001,1847800,"ELAN"
"2019-07-15 00:00:00",33.259998,33.84,33.049999,33.68,33.68,2373600,"ELAN"
"2019-07-16 00:00:00",33.68,33.900002,33.25,33.349998,33.349998,1664000,"ELAN"
"2019-07-17 00:00:00",33.349998,33.59,33.07,33.18,33.18,2615100,"ELAN"
"2019-07-18 00:00:00",33.290001,33.380001,32.720001,32.84,32.84,1404400,"ELAN"
"2019-07-19 00:00:00",33.049999,33.259998,32.43,32.5,32.5,2475100,"ELAN"
"2019-07-22 00:00:00",32.549999,32.669998,32.139999,32.189999,32.189999,1442800,"ELAN"
"2019-07-23 00:00:00",32.34,33.220001,32.060001,33.009998,33.009998,2261000,"ELAN"
"2019-07-24 00:00:00",32.830002,33.450001,32.709999,33.400002,33.400002,1501500,"ELAN"
"2019-07-25 00:00:00",33.299999,33.48,32.630001,32.91,32.91,2893500,"ELAN"
"2019-07-26 00:00:00",32.900002,33.32,32.900002,33.16,33.16,1412100,"ELAN"
"2019-07-29 00:00:00",33.200001,33.580002,32.990002,33.009998,33.009998,2839300,"ELAN"
"2019-07-30 00:00:00",32.93,33.509998,32.740002,33.349998,33.349998,1327700,"ELAN"
"2019-07-31 00:00:00",33.369999,33.619999,32.959999,32.959999,32.959999,1774400,"ELAN"
"2019-08-01 00:00:00",33.099998,33.57,32.509998,33.060001,33.060001,2021600,"ELAN"
"2019-08-02 00:00:00",33.240002,33.279999,32.450001,32.889999,32.889999,1145600,"ELAN"
"2019-08-05 00:00:00",32.490002,32.650002,31.440001,31.809999,31.809999,1395800,"ELAN"
"2019-08-06 00:00:00",32,32.91,31.959999,32.84,32.84,1815800,"ELAN"
"2019-08-07 00:00:00",32.509998,33.919998,30.99,31.469999,31.469999,6355800,"ELAN"
"2019-08-08 00:00:00",31.57,31.9,30.950001,31.33,31.33,5602500,"ELAN"
"2019-08-09 00:00:00",31.17,31.389999,30.219999,30.65,30.65,4429600,"ELAN"
"2019-08-12 00:00:00",30.6,30.6,29.68,29.74,29.74,2740100,"ELAN"
"2019-08-13 00:00:00",29.610001,30.83,28.6,29.85,29.85,6486700,"ELAN"
"2019-08-14 00:00:00",29.040001,29.540001,28.5,28.51,28.51,4904200,"ELAN"
"2019-08-15 00:00:00",28.889999,29.450001,28.42,29.190001,29.190001,3972400,"ELAN"
"2019-08-16 00:00:00",29.43,29.52,29,29.360001,29.360001,3469800,"ELAN"
"2019-08-19 00:00:00",29.57,29.950001,29.379999,29.809999,29.809999,1422900,"ELAN"
"2019-08-20 00:00:00",27.93,28.75,26.809999,27.26,27.26,16782600,"ELAN"
