Open,High,Low,Close,Adj_Close,Volume
284.079987,285.399994,282.589996,283.660004,283.660004,248900
283.76001,286.790009,283.76001,284.730011,284.730011,237200
283.359985,290.390015,283.359985,289.850006,289.850006,360000
291.160004,292.170013,284.269989,284.690002,284.690002,384400
285.880005,289.829987,285.519989,287.070007,287.070007,274800
288.059998,288.700012,284.940002,286.820007,286.820007,208400
288.640015,289.470001,283.649994,285.399994,285.399994,388700
284.209991,285.149994,282.200012,283.559998,283.559998,285300
285.220001,285.649994,282.679993,283.940002,283.940002,239000
284.329987,285.070007,281.040009,284.910004,284.910004,335900
283.440002,286.410004,283.190002,286.049988,286.049988,285300
286.48999,286.880005,278.679993,282.049988,282.049988,448800
268.51001,281.279999,259.730011,268.299988,268.299988,1091100
268.890015,272.519989,265.019989,268.709991,268.709991,452700
264.130005,266.209991,256.269989,260.070007,260.070007,624400
262.209991,270.899994,262.200012,270.380005,270.380005,625000
267.339996,269.75,262.910004,267.869995,267.869995,390800
269.890015,276.029999,269.890015,275.570007,275.570007,384200
274.440002,280.549988,274.130005,278.859985,278.859985,430200
278.119995,279.480011,274.109985,275.779999,275.779999,296200
274.290009,281.130005,274.079987,280.910004,280.910004,381500
276.970001,278.380005,269.76001,269.809998,269.809998,426400
272.359985,276.559998,270.51001,273.070007,273.070007,321800
276.290009,279.23999,274.230011,275.410004,275.410004,375600
278.769989,280.220001,276.26001,279.529999,279.529999,246600
279.920013,283.410004,277.309998,281.410004,281.410004,337600
282.880005,284.149994,280.130005,280.959991,280.959991,180800
282.26001,282.26001,276.089996,279.880005,279.880005,190600
279.25,281.929993,269.230011,270.440002,270.440002,427800
273.839996,277.279999,272.5,277.130005,277.130005,529200
279.040009,285.140015,277.070007,284.769989,284.769989,612700
282.619995,287.079987,281.01001,285.559998,285.559998,456400
288.100006,290.850006,286.339996,289.290009,289.290009,331500
291.049988,291.049988,287.220001,289.73999,289.73999,300600
288.890015,290.420013,283.529999,286.079987,286.079987,326100
288.209991,289.23999,284.730011,288.899994,288.899994,408600
291.209991,291.640015,287.769989,289.929993,289.929993,353700
289.950012,290.980011,288.209991,288.470001,288.470001,273100
289.049988,289.049988,266.299988,267.200012,267.200012,648600
265.040009,267.76001,257.01001,267.630005,267.630005,531600
270.040009,274.549988,268.420013,270.98999,270.98999,439000
272.600006,274.470001,270.869995,271.049988,271.049988,382800
270.589996,271.690002,264.950012,265.470001,265.470001,465100
262.910004,267.350006,261.859985,265.640015,265.640015,308900
266.269989,272.470001,266.269989,271.859985,271.859985,379400
271.579987,275.350006,269.01001,272.730011,272.730011,362700
273.630005,276.369995,273.230011,273.790009,273.790009,237100
272.420013,276.540009,272.230011,274.170013,274.170013,524500
272.399994,277.059998,271.209991,275.790009,275.790009,477100
277.76001,279.440002,271.339996,272.130005,272.130005,670500
272.5,275.700012,270.420013,274.799988,274.799988,323200
274.630005,277.23999,272.019989,275.059998,275.059998,281500
276.380005,276.380005,270.570007,272.480011,272.480011,263400
272.480011,274.790009,270.209991,271.929993,271.929993,459300
273.399994,275.450012,265.790009,268.980011,268.980011,390800
266.839996,270.079987,264.070007,268.709991,268.709991,726400
267.529999,271.48999,265.179993,270.029999,270.029999,327600
272.089996,277.179993,272.089996,276.600006,276.600006,275600
274.920013,276.420013,271.399994,272.049988,272.049988,359900
270.690002,271.600006,265.899994,267.720001,267.720001,272000
