Date,Open,High,Low,Close,Adj Close,Volume
2019-10-16,128.419998,129.139999,127.510002,127.930000,125.688560,1633200
2019-10-17,128.830002,129.020004,127.930000,128.470001,126.219124,1494700
2019-10-18,128.410004,129.369995,127.660004,128.119995,125.875244,2451400
2019-10-21,128.229996,128.500000,125.849998,126.449997,124.393723,1639300
2019-10-22,127.000000,127.199997,122.449997,122.809998,120.812935,2273800
2019-10-23,122.550003,123.000000,121.040001,121.800003,119.819344,2831700
2019-10-24,122.610001,124.019997,122.519997,122.949997,120.950645,2195800
2019-10-25,123.169998,124.720001,123.110001,124.360001,122.337708,1561000
2019-10-28,124.459999,125.830002,124.239998,125.129997,123.095192,1441800
2019-10-29,125.690002,127.639999,125.690002,126.160004,124.108444,1683700
2019-10-30,126.660004,127.910004,126.050003,127.599998,125.525024,2042500
2019-10-31,127.440002,128.309998,127.129997,127.919998,125.839836,1905300
2019-11-01,128.779999,129.179993,125.260002,125.339996,123.301788,2466200
2019-11-04,126.070000,126.269997,124.309998,124.760002,122.731216,1918800
2019-11-05,124.760002,124.889999,119.809998,120.250000,118.294556,4492000
2019-11-06,120.489998,121.779999,120.040001,121.470001,119.494705,3509800
2019-11-07,125.400002,126.000000,120.139999,121.029999,119.061874,3945400
2019-11-08,120.820000,121.750000,116.309998,117.860001,115.943420,3818900
2019-11-11,117.290001,118.150002,116.290001,117.029999,115.126915,2035200
2019-11-12,116.629997,118.050003,116.099998,117.199997,115.294151,2131400
2019-11-13,116.989998,117.739998,115.889999,116.449997,114.556351,2452600
2019-11-14,116.150002,117.150002,114.959999,116.250000,114.359589,1958500
2019-11-15,116.720001,117.919998,116.209999,117.919998,116.002434,3429200
2019-11-18,117.580002,120.489998,117.580002,118.800003,116.868126,3023100
2019-11-19,119.010002,120.529999,118.570000,120.330002,118.373260,2349500
2019-11-20,120.330002,121.239998,118.790001,119.559998,117.615768,2142900
2019-11-21,119.860001,121.070000,119.389999,120.220001,118.265053,1654500
2019-11-22,120.410004,121.059998,119.180000,119.809998,117.861710,1627700
2019-11-25,120.739998,121.970001,120.000000,120.610001,118.648697,1774400
2019-11-26,120.910004,122.000000,120.250000,121.889999,119.907875,3688700
2019-11-27,122.139999,122.919998,120.940002,121.629997,119.652115,1443300
2019-11-29,121.290001,121.820000,120.099998,120.519997,118.560158,1064400
2019-12-02,120.870003,121.500000,118.809998,119.910004,117.960091,2050400
2019-12-03,119.639999,120.790001,119.260002,120.529999,118.569992,2115200
2019-12-04,121.010002,121.919998,119.629997,119.739998,117.792839,2566500
2019-12-05,119.199997,120.260002,118.000000,120.110001,118.156815,2771100
2019-12-06,121.000000,121.919998,120.910004,121.720001,119.740639,2387200
2019-12-09,121.489998,122.000000,120.629997,121.230003,119.258629,1570800
2019-12-10,122.000000,123.000000,121.589996,122.779999,120.783417,2047000
2019-12-11,123.199997,123.709999,122.809998,123.559998,121.550735,1803000
2019-12-12,123.690002,125.000000,123.389999,124.330002,122.308205,2041800
2019-12-13,123.949997,124.620003,123.150002,124.449997,122.426254,1130100
2019-12-16,125.000000,126.500000,124.370003,126.459999,124.403572,1391100
2019-12-17,126.720001,127.360001,125.239998,127.099998,125.033157,1994800
2019-12-18,127.150002,127.629997,126.559998,126.989998,124.924942,2754200
2019-12-19,127.629997,128.889999,127.449997,128.740005,126.646484,2055700
2019-12-20,129.380005,133.520004,128.979996,132.679993,130.522400,5320300
2019-12-23,132.710007,133.059998,131.389999,132.369995,130.217422,1632300
2019-12-24,132.210007,133.080002,131.289993,132.919998,130.758530,442500
2019-12-26,133.190002,133.190002,132.320007,133.029999,130.866714,929400
2019-12-27,133.399994,133.479996,132.380005,133.250000,131.083145,1296100
2019-12-30,133.570007,133.660004,131.809998,132.210007,130.060074,942000
2019-12-31,132.009995,132.580002,131.449997,132.350006,130.197754,1128600
2020-01-02,132.050003,134.279999,131.479996,134.139999,131.958694,1576700
2020-01-03,132.479996,134.910004,132.270004,134.160004,131.978363,1274000
2020-01-06,133.779999,134.070007,132.710007,133.130005,130.965088,2334100
2020-01-07,133.000000,134.809998,132.669998,133.580002,131.407806,1224500
2020-01-08,133.759995,135.270004,133.240005,133.289993,131.122498,1766700
2020-01-09,134.009995,136.369995,134.009995,135.059998,132.863693,2075400
2020-01-10,135.300003,136.000000,134.770004,135.570007,133.365448,1249000
2020-01-13,136.070007,136.750000,135.460007,136.509995,134.290131,1797600
2020-01-14,136.419998,137.279999,135.520004,137.270004,135.037766,1848800
2020-01-15,137.410004,139.000000,137.339996,138.539993,136.287140,1859600
2020-01-16,138.779999,139.399994,138.020004,139.240005,137.173767,1822800
2020-01-17,139.619995,140.399994,138.860001,140.160004,138.080124,1993200
2020-01-21,139.119995,142.520004,138.970001,141.929993,139.823853,4693300
2020-01-22,142.729996,143.330002,141.210007,141.500000,139.400253,1888900
2020-01-23,141.289993,141.770004,137.520004,138.339996,136.287140,2148500
2020-01-24,139.619995,139.619995,136.149994,136.309998,134.287262,2047000
2020-01-27,134.419998,136.440002,134.029999,135.960007,133.942444,1656400
2020-01-28,136.139999,138.919998,135.490005,138.259995,136.208313,2176500
2020-01-29,138.970001,139.970001,138.440002,138.509995,136.454620,1366500
2020-01-30,137.639999,138.330002,136.059998,138.029999,135.981735,1735400
2020-01-31,137.600006,137.970001,134.000000,134.210007,132.218414,2582300
2020-02-03,134.729996,137.470001,134.199997,135.520004,133.508972,2377000
2020-02-04,137.080002,139.440002,136.690002,138.970001,136.907776,1839800
2020-02-05,139.960007,140.300003,137.539993,137.889999,135.843811,1507600
2020-02-06,137.960007,139.100006,136.869995,138.970001,136.907776,2206800
2020-02-07,139.050003,139.160004,138.029999,138.899994,136.838791,1780800
2020-02-10,138.619995,142.740005,138.350006,142.550003,140.434647,2456000
2020-02-11,143.399994,144.350006,142.649994,144.029999,141.892700,2274200
2020-02-12,143.449997,144.460007,142.429993,142.979996,140.858246,1830700
2020-02-13,141.929993,146.259995,141.250000,144.940002,142.789169,3384500
2020-02-14,144.940002,145.399994,143.119995,144.169998,142.030609,1810500
2020-02-18,144.029999,144.130005,142.610001,143.649994,141.518311,2461700
2020-02-19,143.500000,145.610001,142.809998,144.059998,141.922272,1676600
2020-02-20,143.750000,144.089996,141.240005,143.550003,141.419815,1182500
2020-02-21,142.929993,143.000000,141.500000,142.229996,140.119385,1754800
2020-02-24,139.279999,140.820007,137.539993,138.389999,136.336395,1642000
2020-02-25,138.789993,138.850006,134.320007,134.820007,132.819382,2236200
2020-02-26,135.940002,139.250000,135.500000,136.149994,134.129639,2562100
2020-02-27,134.460007,137.429993,133.899994,133.949997,131.962250,3075200
2020-02-28,130.399994,133.240005,127.000000,133.229996,131.252945,4776300
2020-03-02,133.839996,139.169998,133.059998,138.910004,136.848663,2881600
2020-03-03,139.460007,141.759995,135.619995,137.240005,135.203445,2768200
2020-03-04,139.949997,143.699997,138.520004,143.619995,141.488754,3283700
