Date,Open,High,Low,Close,Adj Close,Volume
2019-10-16,22.730000,22.879999,22.146000,22.670000,22.670000,223400
2019-10-17,22.900000,22.900000,22.070000,22.400000,22.400000,194400
2019-10-18,22.360001,22.590000,21.969999,22.309999,22.309999,253200
2019-10-21,22.830000,23.010000,22.555000,22.620001,22.620001,345200
2019-10-22,22.690001,22.690001,22.410000,22.570000,22.570000,155900
2019-10-23,22.370001,22.610001,22.000000,22.139999,22.139999,148500
2019-10-24,22.240000,22.389999,21.860001,22.000000,22.000000,250200
2019-10-25,22.040001,23.190001,22.000000,22.790001,22.790001,154400
2019-10-28,22.820000,23.740000,22.820000,23.299999,23.299999,184200
2019-10-29,23.299999,23.559999,23.070000,23.240000,23.240000,171900
2019-10-30,23.110001,23.650000,22.809999,23.520000,23.520000,210500
2019-10-31,23.520000,23.900000,23.469999,23.700001,23.700001,219700
2019-11-01,23.770000,23.850000,23.459999,23.750000,23.750000,459200
2019-11-04,24.020000,24.309999,23.879999,24.000000,24.000000,387700
2019-11-05,24.139999,24.860001,23.969999,24.040001,24.040001,263100
2019-11-06,26.250000,30.600000,26.250000,29.620001,29.620001,1615200
2019-11-07,30.000000,30.485001,29.533001,30.420000,30.420000,567900
2019-11-08,30.340000,31.775000,30.059999,31.480000,31.480000,311900
2019-11-11,31.000000,31.459999,30.250000,31.219999,31.219999,214700
2019-11-12,31.320000,31.940001,31.010000,31.525000,31.525000,226100
2019-11-13,31.000000,31.570000,30.475000,31.469999,31.469999,233700
2019-11-14,31.350000,31.350000,30.400000,31.070000,31.070000,177500
2019-11-15,31.760000,32.520000,31.420000,32.349998,32.349998,305600
2019-11-18,32.090000,33.439999,32.090000,33.389999,33.389999,255600
2019-11-19,33.310001,34.799999,33.310001,34.430000,34.430000,499700
2019-11-20,34.169998,34.865002,33.799999,34.389999,34.389999,333100
2019-11-21,34.320000,34.930000,34.020000,34.250000,34.250000,345100
2019-11-22,34.169998,34.169998,32.820000,33.790001,33.790001,230100
2019-11-25,33.750000,34.825001,33.421001,34.570000,34.570000,194700
2019-11-26,34.580002,35.546001,34.570000,34.720001,34.720001,289500
2019-11-27,34.970001,35.000000,33.810001,34.060001,34.060001,172600
2019-11-29,33.799999,34.340000,33.509998,34.080002,34.080002,94900
2019-12-02,34.330002,34.529999,32.630001,33.360001,33.360001,293200
2019-12-03,32.930000,33.110001,32.090000,32.389999,32.389999,270900
2019-12-04,32.509998,33.299999,32.419998,32.669998,32.669998,201400
2019-12-05,32.549999,32.619999,32.150002,32.590000,32.590000,266000
2019-12-06,32.910000,33.730000,32.689999,33.090000,33.090000,308700
2019-12-09,33.169998,34.070000,32.750000,33.840000,33.840000,138500
2019-12-10,33.880001,34.029999,33.310001,33.910000,33.910000,129100
2019-12-11,33.919998,33.959999,33.389999,33.750000,33.750000,98200
2019-12-12,33.880001,34.930000,33.880001,34.360001,34.360001,128100
2019-12-13,34.360001,35.355000,34.148998,35.290001,35.290001,163600
2019-12-16,35.639999,36.209999,34.849998,34.935001,34.935001,214400
2019-12-17,35.340000,35.515999,34.360001,34.970001,34.970001,484500
2019-12-18,34.990002,35.000000,34.410000,35.000000,35.000000,149800
2019-12-19,34.860001,36.209999,34.720001,36.099998,36.099998,440000
2019-12-20,36.200001,36.970001,35.990002,36.630001,36.630001,527800
2019-12-23,36.540001,36.900002,36.250000,36.509998,36.509998,240600
2019-12-24,36.439999,36.680000,36.279999,36.619999,36.619999,91000
2019-12-26,36.590000,36.799999,36.000000,36.369999,36.369999,163800
2019-12-27,36.500000,36.860001,36.110001,36.410000,36.410000,191000
2019-12-30,36.299999,36.790001,36.139999,36.759998,36.759998,168700
2019-12-31,36.549999,37.820000,36.299999,37.459999,37.459999,277600
2020-01-02,38.060001,38.060001,36.070000,36.240002,36.240002,334800
2020-01-03,35.799999,36.119999,35.430000,36.080002,36.080002,276400
2020-01-06,35.540001,36.505001,35.294998,36.020000,36.020000,267200
2020-01-07,36.230000,37.259998,35.570000,37.215000,37.215000,157100
2020-01-08,37.070000,37.828999,36.900002,37.080002,37.080002,297100
2020-01-09,36.330002,36.849998,33.820000,34.480000,34.480000,369400
2020-01-10,34.549999,34.709999,31.080000,31.230000,31.230000,592200
2020-01-13,31.330000,31.840000,30.330000,30.650000,30.650000,535500
2020-01-14,30.590000,31.462999,30.120001,30.920000,30.920000,216200
2020-01-15,30.980000,32.200001,30.920000,31.730000,31.730000,333400
2020-01-16,31.950001,32.200001,31.559999,32.200001,32.200001,174800
2020-01-17,32.389999,32.869999,32.200001,32.790001,32.790001,227300
2020-01-21,33.000000,33.189999,31.809999,31.969999,31.969999,376700
2020-01-22,32.000000,33.470001,31.799999,33.345001,33.345001,280300
2020-01-23,33.290001,33.869999,33.195000,33.584999,33.584999,201200
2020-01-24,33.529999,34.310001,33.419998,33.820000,33.820000,152900
2020-01-27,33.259998,33.740002,31.910000,32.000000,32.000000,401900
2020-01-28,32.259998,32.740002,32.049999,32.189999,32.189999,208700
2020-01-29,32.450001,32.750000,32.110001,32.320000,32.320000,214000
2020-01-30,32.480000,32.980000,31.750000,32.540001,32.540001,145700
2020-01-31,32.360001,32.360001,31.740000,31.920000,31.920000,138600
2020-02-03,32.099998,32.775002,32.009998,32.470001,32.470001,242400
2020-02-04,32.919998,33.830002,31.650000,33.090000,33.090000,240100
2020-02-05,33.450001,34.512001,33.450001,33.810001,33.810001,219100
2020-02-06,33.950001,34.509998,33.264999,33.470001,33.470001,216600
2020-02-07,33.389999,33.630001,32.709999,33.000000,33.000000,172400
2020-02-10,33.000000,34.299999,32.610001,34.099998,34.099998,216500
2020-02-11,34.160000,35.855000,34.160000,35.160000,35.160000,276300
2020-02-12,35.299999,35.610001,34.740002,35.599998,35.599998,217600
2020-02-13,35.410000,37.230000,34.931000,36.270000,36.270000,508600
2020-02-14,34.400002,34.500000,28.500000,29.400000,29.400000,2012100
2020-02-18,29.700001,32.400002,29.700001,32.285000,32.285000,983500
2020-02-19,32.290001,33.930000,32.290001,33.250000,33.250000,419400
2020-02-20,33.470001,33.810001,32.299999,33.755001,33.755001,232000
2020-02-21,33.689999,34.340000,32.720001,32.900002,32.900002,282200
2020-02-24,31.920000,33.389999,31.920000,32.599998,32.599998,235400
2020-02-25,32.630001,32.761002,30.530001,31.270000,31.270000,298500
2020-02-26,31.120001,32.380001,31.070000,31.650000,31.650000,321300
2020-02-27,31.059999,31.480000,29.820000,29.820000,29.820000,715500
2020-02-28,29.020000,30.750000,28.650000,30.740000,30.740000,363100
2020-03-02,31.120001,32.270000,29.170000,31.520000,31.520000,507300
2020-03-03,31.680000,33.665001,31.090000,31.520000,31.520000,359300
2020-03-04,32.070000,32.889999,31.750000,32.200001,32.200001,377100
2020-03-05,31.330000,32.240002,30.559999,30.950001,30.950001,242400
2020-03-06,29.830000,31.600000,29.469999,31.100000,31.100000,378300
2020-03-09,29.219999,30.270000,28.820000,29.879999,29.879999,532300
2020-03-10,30.830000,30.987000,27.760000,28.670000,28.670000,423100
2020-03-11,27.959999,28.459999,25.650000,26.040001,26.040001,454200
2020-03-12,25.459999,26.635000,23.520000,25.469999,25.469999,709800
2020-03-13,26.690001,27.870001,25.469999,27.540001,27.540001,614600
2020-03-16,25.049999,28.290001,24.730000,28.049999,28.049999,423900
2020-03-17,28.049999,32.529999,26.870001,27.700001,27.700001,1017700
2020-03-18,25.500000,28.490000,24.639999,26.610001,26.610001,586200
2020-03-19,26.030001,27.920000,23.400000,25.850000,25.850000,534600
2020-03-20,26.080000,26.860001,23.430000,23.840000,23.840000,478500
2020-03-23,24.100000,27.290001,22.475000,26.010000,26.010000,773000
2020-03-24,27.420000,29.330000,27.219999,28.920000,28.920000,490900
2020-03-25,28.580000,29.000000,25.282000,25.915001,25.915001,313000
2020-03-26,26.170000,28.530001,25.954000,28.309999,28.309999,319600
2020-03-27,27.719999,27.719999,26.330000,26.559999,26.559999,304800
2020-03-30,26.719999,27.620001,24.860001,25.600000,25.600000,264500
2020-03-31,25.350000,27.580000,24.670000,26.030001,26.030001,422300
